GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0031674	I band	0.00002398169783735578	0.00002398169783735578	+1	ENSG00000198838,ENSG00000088832,ENSG00000119782,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000080815,ENSG00000118729
GO:0005938	cell cortex	0.000024346466001949272	0.000024346466001949272	+1	ENSG00000132535,ENSG00000166444,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000198363,ENSG00000137312,ENSG00000143801,ENSG00000196218,ENSG00000169398,ENSG00000080815,ENSG00000089159
GO:0098588	bounding membrane of organelle	0.000038422773379202604	0.000038422773379202604	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000105426,ENSG00000109971,ENSG00000133835,ENSG00000137486,ENSG00000237172,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000132589,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000118729
GO:0033018	sarcoplasmic reticulum lumen	0.00004288965053506977	0.00004288965053506977	+1	ENSG00000198363,ENSG00000143318,ENSG00000186439,ENSG00000118729
GO:0098796	membrane protein complex	0.00004342608074949306	0.00004342608074949306	+1	ENSG00000132535,ENSG00000198838,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000176533,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000141404,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000118729,ENSG00000127588
GO:0005886	plasma membrane	0.00005903813226261445	0.00005903813226261445	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000152229,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000176533,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000169398,ENSG00000141404,ENSG00000186439,ENSG00000183310,ENSG00000183715,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000127588,ENSG00000126243,ENSG00000004468,ENSG00000103653
GO:0030017	sarcomere	0.0000639225871455045	0.0000639225871455045	+1	ENSG00000198838,ENSG00000088832,ENSG00000119782,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000080815,ENSG00000160014,ENSG00000118729
GO:0034702	monoatomic ion channel complex	0.00006946771457139136	0.00006946771457139136	+1	ENSG00000132535,ENSG00000198838,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000196218,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0042995	cell projection	0.00006987252691400713	0.00006987252691400713	+1	ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000141738,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000189350,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000143801,ENSG00000142949,ENSG00000180900,ENSG00000169398,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000127947,ENSG00000127588,ENSG00000126243
GO:0005925	focal adhesion	0.00008217866095616287	0.00008217866095616287	+1	ENSG00000109971,ENSG00000110031,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000169398,ENSG00000146648,ENSG00000089159,ENSG00000127947
GO:0030055	cell-substrate junction	0.00010726236657662679	0.00010726236657662679	+1	ENSG00000109971,ENSG00000110031,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000169398,ENSG00000146648,ENSG00000089159,ENSG00000127947
GO:0030016	myofibril	0.00015391023119253042	0.00015391023119253042	+1	ENSG00000198838,ENSG00000088832,ENSG00000119782,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000080815,ENSG00000160014,ENSG00000118729
GO:0014802	terminal cisterna	0.00016739868768075007	0.00016739868768075007	+1	ENSG00000088832,ENSG00000143318,ENSG00000196218
GO:0005790	smooth endoplasmic reticulum	0.00018612140602374254	0.00018612140602374254	+1	ENSG00000198838,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000080815
GO:0043292	contractile fiber	0.00022281568727460635	0.00022281568727460635	+1	ENSG00000198838,ENSG00000088832,ENSG00000119782,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000080815,ENSG00000160014,ENSG00000118729
GO:0070161	anchoring junction	0.00024708367111924947	0.00024708367111924947	+1	ENSG00000148400,ENSG00000132535,ENSG00000109971,ENSG00000110031,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000180900,ENSG00000169398,ENSG00000146648,ENSG00000089159,ENSG00000127947,ENSG00000103653
GO:0005829	cytosol	0.00024875801597697915	0.00024875801597697915	+1	ENSG00000148400,ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000110031,ENSG00000133835,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000175470,ENSG00000050820,ENSG00000139197,ENSG00000152229,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000078369,ENSG00000165059,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000203791,ENSG00000169398,ENSG00000108175,ENSG00000186439,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000171806,ENSG00000170606,ENSG00000164690,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000150787,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000089159,ENSG00000137727,ENSG00000136159,ENSG00000127947,ENSG00000108788,ENSG00000103653
GO:0005777	peroxisome	0.00027548775007820385	0.00027548775007820385	+1	ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876,ENSG00000112874
GO:0042579	microbody	0.00027548775007820385	0.00027548775007820385	+1	ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876,ENSG00000112874
GO:1990351	transporter complex	0.00029067939190226673	0.00029067939190226673	+1	ENSG00000132535,ENSG00000198838,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000196218,ENSG00000072062,ENSG00000162928,ENSG00000160014,ENSG00000118729
GO:0030054	cell junction	0.0005647737407125492	0.0005647737407125492	+1	ENSG00000148400,ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000078369,ENSG00000137312,ENSG00000197122,ENSG00000143801,ENSG00000180900,ENSG00000169398,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000127947,ENSG00000126243,ENSG00000103653
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	0.0005991379304621902	0.0005991379304621902	+1	ENSG00000132535,ENSG00000176533,ENSG00000078369,ENSG00000197122,ENSG00000141404,ENSG00000127588
GO:0005737	cytoplasm	0.0007376582369224675	0.0007376582369224675	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000157322,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000133835,ENSG00000137486,ENSG00000203740,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000237172,ENSG00000175470,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000152229,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000204256,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000169717,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000203791,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000139160,ENSG00000166321,ENSG00000180900,ENSG00000168214,ENSG00000188322,ENSG00000169398,ENSG00000108175,ENSG00000186439,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000171806,ENSG00000169885,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000160014,ENSG00000156521,ENSG00000150787,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000089159,ENSG00000138798,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000108788,ENSG00000112874,ENSG00000103653
GO:0071944	cell periphery	0.0009723897535847797	0.0009723897535847797	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000152229,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000176533,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000169398,ENSG00000141404,ENSG00000186439,ENSG00000183310,ENSG00000183715,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000127588,ENSG00000126243,ENSG00000004468,ENSG00000103653
GO:1902495	transmembrane transporter complex	0.0009753681950043914	0.0009753681950043914	+1	ENSG00000132535,ENSG00000198838,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000196218,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0019897	extrinsic component of plasma membrane	0.0014628668413975041	0.0014628668413975041	+1	ENSG00000132535,ENSG00000176533,ENSG00000078369,ENSG00000197122,ENSG00000180900,ENSG00000141404,ENSG00000127588
GO:0098794	postsynapse	0.0019117888205880296	0.0019117888205880296	+1	ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000141480,ENSG00000120899,ENSG00000197122,ENSG00000180900,ENSG00000169398,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000126243
GO:0120025	plasma membrane bounded cell projection	0.0026268221195314668	0.0026268221195314668	+1	ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000137486,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000189350,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000143801,ENSG00000142949,ENSG00000180900,ENSG00000169398,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000127588,ENSG00000126243
GO:0042383	sarcolemma	0.002630184872153075	0.002630184872153075	+1	ENSG00000198838,ENSG00000089250,ENSG00000137312,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000080815
GO:0005952	cAMP-dependent protein kinase complex	0.0034502694819260266	0.0034502694819260266	+1	ENSG00000165059,ENSG00000142875,ENSG00000072062
GO:0098978	glutamatergic synapse	0.0037014233629218025	0.0037014233629218025	+1	ENSG00000132535,ENSG00000105426,ENSG00000141480,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000180900,ENSG00000080815,ENSG00000072062,ENSG00000126243
GO:0045121	membrane raft	0.005804219345566399	0.005804219345566399	+1	ENSG00000089250,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000143801,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648
GO:0098857	membrane microdomain	0.005964785402369075	0.005964785402369075	+1	ENSG00000089250,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000143801,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648
GO:1990425	ryanodine receptor complex	0.008361569336415717	0.008361569336415717	+1	ENSG00000088832,ENSG00000196218
GO:0070435	Shc-EGFR complex	0.008361569336415717	0.008361569336415717	+1	ENSG00000160691,ENSG00000146648
GO:0098793	presynapse	0.010424286130120069	0.010424286130120069	+1	ENSG00000132535,ENSG00000105426,ENSG00000109971,ENSG00000120899,ENSG00000137312,ENSG00000143801,ENSG00000180900,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000141736,ENSG00000126243
GO:0005834	heterotrimeric G-protein complex	0.010857666303761603	0.010857666303761603	+1	ENSG00000176533,ENSG00000078369,ENSG00000141404,ENSG00000127588
GO:0001931	uropod	0.01157314509347112	0.01157314509347112	+1	ENSG00000140368,ENSG00000132589,ENSG00000137312
GO:0031254	cell trailing edge	0.014674575086602413	0.014674575086602413	+1	ENSG00000140368,ENSG00000132589,ENSG00000137312
GO:0031594	neuromuscular junction	0.01827996265174087	0.01827996265174087	+1	ENSG00000132535,ENSG00000143801,ENSG00000080815,ENSG00000072062,ENSG00000141736
GO:1905360	GTPase complex	0.02014986124057163	0.02014986124057163	+1	ENSG00000176533,ENSG00000078369,ENSG00000141404,ENSG00000127588
GO:0031252	cell leading edge	0.022265810672602856	0.022265810672602856	+1	ENSG00000140368,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000180900,ENSG00000146648,ENSG00000141736,ENSG00000089159
GO:0002193	MAML1-RBP-Jkappa- ICN1 complex	0.025000694956851383	0.025000694956851383	+1	ENSG00000148400,ENSG00000168214
GO:0030027	lamellipodium	0.026429417878710927	0.026429417878710927	+1	ENSG00000140368,ENSG00000050820,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000180900,ENSG00000089159
GO:0030425	dendrite	0.026651453756655577	0.026651453756655577	+1	ENSG00000132535,ENSG00000089250,ENSG00000109971,ENSG00000120899,ENSG00000132589,ENSG00000197122,ENSG00000143801,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000127588,ENSG00000126243
GO:0031090	organelle membrane	0.02731397012160028	0.02731397012160028	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000105426,ENSG00000103254,ENSG00000109971,ENSG00000133835,ENSG00000137486,ENSG00000237172,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000197122,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000118729,ENSG00000108788
GO:0097447	dendritic tree	0.027472723771548316	0.027472723771548316	+1	ENSG00000132535,ENSG00000089250,ENSG00000109971,ENSG00000120899,ENSG00000132589,ENSG00000197122,ENSG00000143801,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000127588,ENSG00000126243
GO:0009925	basal plasma membrane	0.03225876505970061	0.03225876505970061	+1	ENSG00000132535,ENSG00000132589,ENSG00000137312,ENSG00000184292,ENSG00000180900,ENSG00000146648,ENSG00000141736,ENSG00000004468
GO:0036477	somatodendritic compartment	0.03523160051374731	0.03523160051374731	+1	ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000120899,ENSG00000132589,ENSG00000197122,ENSG00000143801,ENSG00000142949,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000127588,ENSG00000126243
GO:0098562	cytoplasmic side of membrane	0.03572743367635626	0.03572743367635626	+1	ENSG00000132535,ENSG00000088832,ENSG00000176533,ENSG00000078369,ENSG00000197122,ENSG00000141404,ENSG00000127588
GO:0019898	extrinsic component of membrane	0.03572743367635626	0.03572743367635626	+1	ENSG00000132535,ENSG00000176533,ENSG00000078369,ENSG00000197122,ENSG00000180900,ENSG00000141404,ENSG00000127588
GO:0043233	organelle lumen	0.040201646170681164	0.040201646170681164	+1	ENSG00000148400,ENSG00000089250,ENSG00000109971,ENSG00000110031,ENSG00000133835,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000221886,ENSG00000213965,ENSG00000204256,ENSG00000177885,ENSG00000116030,ENSG00000067365,ENSG00000178372,ENSG00000198363,ENSG00000165059,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000203791,ENSG00000143318,ENSG00000139160,ENSG00000166321,ENSG00000180900,ENSG00000168214,ENSG00000166407,ENSG00000108175,ENSG00000186439,ENSG00000185522,ENSG00000080815,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000164690,ENSG00000161533,ENSG00000156521,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000136943,ENSG00000130726,ENSG00000127947,ENSG00000108788,ENSG00000112874
GO:0070013	intracellular organelle lumen	0.040201646170681164	0.040201646170681164	+1	ENSG00000148400,ENSG00000089250,ENSG00000109971,ENSG00000110031,ENSG00000133835,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000221886,ENSG00000213965,ENSG00000204256,ENSG00000177885,ENSG00000116030,ENSG00000067365,ENSG00000178372,ENSG00000198363,ENSG00000165059,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000203791,ENSG00000143318,ENSG00000139160,ENSG00000166321,ENSG00000180900,ENSG00000168214,ENSG00000166407,ENSG00000108175,ENSG00000186439,ENSG00000185522,ENSG00000080815,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000164690,ENSG00000161533,ENSG00000156521,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000136943,ENSG00000130726,ENSG00000127947,ENSG00000108788,ENSG00000112874
GO:0031974	membrane-enclosed lumen	0.040201646170681164	0.040201646170681164	+1	ENSG00000148400,ENSG00000089250,ENSG00000109971,ENSG00000110031,ENSG00000133835,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000221886,ENSG00000213965,ENSG00000204256,ENSG00000177885,ENSG00000116030,ENSG00000067365,ENSG00000178372,ENSG00000198363,ENSG00000165059,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000203791,ENSG00000143318,ENSG00000139160,ENSG00000166321,ENSG00000180900,ENSG00000168214,ENSG00000166407,ENSG00000108175,ENSG00000186439,ENSG00000185522,ENSG00000080815,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000164690,ENSG00000161533,ENSG00000156521,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000136943,ENSG00000130726,ENSG00000127947,ENSG00000108788,ENSG00000112874
